text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"sekalipun asyik tumbang , politikus gerindra masih yakin 2019 akan ganti presiden .",neutral,sekalipun asyik tumbang politikus gerindra masih yakin akan ganti presiden ,sekalipun asyik tumbang politikus gerindra masih yakin akan ganti presiden ,"['sekalipun', 'asyik', 'tumbang', 'politikus', 'gerindra', 'masih', 'yakin', 'akan', 'ganti', 'presiden']","['sekalipun', 'asyik', 'tumbang', 'politikus', 'gerindra', 'masih', 'yakin', 'akan', 'ganti', 'presiden']","['asyik', 'tumbang', 'politikus', 'gerindra', 'ganti', 'presiden']","['asyik', 'tumbang', 'politikus', 'gerindra', 'ganti', 'presiden']",asyik tumbang politikus gerindra ganti presiden
"semenjak pemerintah sekarang china semakin kurang ajar , usir china tionghua dari negara kita , merendahkan pribumi , di jakarta saja mereka kurang ajar . usir china , pribumi harus bersatu ?",negative,semenjak pemerintah sekarang china semakin kurang ajar usir china tionghua dari negara kita merendahkan pribumi di jakarta saja mereka kurang ajar usir china pribumi harus bersatu ,semenjak pemerintah sekarang china semakin kurang ajar usir china tionghua dari negara kita merendahkan pribumi di jakarta saja mereka kurang ajar usir china pribumi harus bersatu ,"['semenjak', 'pemerintah', 'sekarang', 'china', 'semakin', 'kurang', 'ajar', 'usir', 'china', 'tionghua', 'dari', 'negara', 'kita', 'merendahkan', 'pribumi', 'di', 'jakarta', 'saja', 'mereka', 'kurang', 'ajar', 'usir', 'china', 'pribumi', 'harus', 'bersatu']","['semenjak', 'pemerintah', 'sekarang', 'china', 'semakin', 'kurang', 'ajar', 'usir', 'china', 'tionghua', 'dari', 'negara', 'kita', 'merendahkan', 'pribumi', 'di', 'jakarta', 'saja', 'mereka', 'kurang', 'ajar', 'usir', 'china', 'pribumi', 'harus', 'bersatu']","['semenjak', 'pemerintah', 'china', 'ajar', 'usir', 'china', 'tionghua', 'negara', 'merendahkan', 'pribumi', 'jakarta', 'ajar', 'usir', 'china', 'pribumi', 'bersatu']","['semenjak', 'perintah', 'china', 'ajar', 'usir', 'china', 'tionghua', 'negara', 'rendah', 'pribumi', 'jakarta', 'ajar', 'usir', 'china', 'pribumi', 'satu']",semenjak perintah china ajar usir china tionghua negara rendah pribumi jakarta ajar usir china pribumi satu
"dengan belanja di bisa dapatkan produk nya , juga perlengkapan masak nya .",neutral,dengan belanja di bisa dapatkan produk nya juga perlengkapan masak nya ,dengan belanja di bisa dapatkan produk nya juga perlengkapan masak nya ,"['dengan', 'belanja', 'di', 'bisa', 'dapatkan', 'produk', 'nya', 'juga', 'perlengkapan', 'masak', 'nya']","['dengan', 'belanja', 'di', 'bisa', 'dapatkan', 'produk', 'nya', 'juga', 'perlengkapan', 'masak', 'nya']","['belanja', 'dapatkan', 'produk', 'nya', 'perlengkapan', 'masak', 'nya']","['belanja', 'dapat', 'produk', 'nya', 'lengkap', 'masak', 'nya']",belanja dapat produk nya lengkap masak nya
jahat kepada si bangsat tofalemon adalah ibadah lanjutkan kakak jangan kendor ! kita tidak usah berbaik hati dengan bajingan,negative,jahat kepada si bangsat tofalemon adalah ibadah lanjutkan kakak jangan kendor kita tidak usah berbaik hati dengan bajingan,jahat kepada si bangsat tofalemon adalah ibadah lanjutkan kakak jangan kendor kita tidak usah berbaik hati dengan bajingan,"['jahat', 'kepada', 'si', 'bangsat', 'tofalemon', 'adalah', 'ibadah', 'lanjutkan', 'kakak', 'jangan', 'kendor', 'kita', 'tidak', 'usah', 'berbaik', 'hati', 'dengan', 'bajingan']","['jahat', 'kepada', 'sih', 'bangsat', 'tofalemon', 'adalah', 'ibadah', 'lanjutkan', 'kakak', 'jangan', 'kendor', 'kita', 'tidak', 'usah', 'berbaik', 'hati', 'dengan', 'bajingan']","['jahat', 'sih', 'bangsat', 'tofalemon', 'ibadah', 'lanjutkan', 'kakak', 'kendor', 'berbaik', 'hati', 'bajingan']","['jahat', 'sih', 'bangsat', 'tofalemon', 'ibadah', 'lanjut', 'kakak', 'kendor', 'baik', 'hati', 'bajing']",jahat sih bangsat tofalemon ibadah lanjut kakak kendor baik hati bajing
pak sandiaga s . uno . kami dari majelis taklim irta ikatan remaja tekukur dan sekitar nya ingin mengundang hadir dalam peringatan maulid 9 februari 2018 pukul 19.30 wib . proses mengundang seperti apa . mohon jawaban .,neutral,pak sandiaga s uno kami dari majelis taklim irta ikatan remaja tekukur dan sekitar nya ingin mengundang hadir dalam peringatan maulid februari pukul wib proses mengundang seperti apa mohon jawaban ,pak sandiaga s uno kami dari majelis taklim irta ikatan remaja tekukur dan sekitar nya ingin mengundang hadir dalam peringatan maulid februari pukul wib proses mengundang seperti apa mohon jawaban ,"['pak', 'sandiaga', 's', 'uno', 'kami', 'dari', 'majelis', 'taklim', 'irta', 'ikatan', 'remaja', 'tekukur', 'dan', 'sekitar', 'nya', 'ingin', 'mengundang', 'hadir', 'dalam', 'peringatan', 'maulid', 'februari', 'pukul', 'wib', 'proses', 'mengundang', 'seperti', 'apa', 'mohon', 'jawaban']","['pak', 'sandiaga', 'si', 'uno', 'kami', 'dari', 'majelis', 'taklim', 'irta', 'ikatan', 'remaja', 'tekukur', 'dan', 'sekitar', 'nya', 'ingin', 'mengundang', 'hadir', 'dalam', 'peringatan', 'maulid', 'februari', 'pukul', 'wib', 'proses', 'mengundang', 'seperti', 'apa', 'mohon', 'jawaban']","['sandiaga', 'uno', 'majelis', 'taklim', 'irta', 'ikatan', 'remaja', 'tekukur', 'nya', 'mengundang', 'hadir', 'peringatan', 'maulid', 'februari', 'wib', 'proses', 'mengundang', 'mohon']","['sandiaga', 'uno', 'majelis', 'taklim', 'irta', 'ikat', 'remaja', 'tekukur', 'nya', 'undang', 'hadir', 'ingat', 'maulid', 'februari', 'wib', 'proses', 'undang', 'mohon']",sandiaga uno majelis taklim irta ikat remaja tekukur nya undang hadir ingat maulid februari wib proses undang mohon
"pemandangan yang menghadap lembah dan pepohonan , menu masakan dari indonesian makanan , makanan barat dan beberapa menu ala carte cake dan pastry . namun masakan nya tidak terlalu spesial rasanya biasa-biasa saja , hanya pemandangan nya saja yang bagus",positive,pemandangan yang menghadap lembah dan pepohonan menu masakan dari indonesian makanan makanan barat dan beberapa menu ala carte cake dan pastry namun masakan nya tidak terlalu spesial rasanya biasa biasa saja hanya pemandangan nya saja yang bagus,pemandangan yang menghadap lembah dan pepohonan menu masakan dari indonesian makanan makanan barat dan beberapa menu ala carte cake dan pastry namun masakan nya tidak terlalu spesial rasanya biasa biasa saja hanya pemandangan nya saja yang bagus,"['pemandangan', 'yang', 'menghadap', 'lembah', 'dan', 'pepohonan', 'menu', 'masakan', 'dari', 'indonesian', 'makanan', 'makanan', 'barat', 'dan', 'beberapa', 'menu', 'ala', 'carte', 'cake', 'dan', 'pastry', 'namun', 'masakan', 'nya', 'tidak', 'terlalu', 'spesial', 'rasanya', 'biasa', 'biasa', 'saja', 'hanya', 'pemandangan', 'nya', 'saja', 'yang', 'bagus']","['pemandangan', 'yang', 'menghadap', 'lembah', 'dan', 'pepohonan', 'menu', 'masakan', 'dari', 'indonesian', 'makanan', 'makanan', 'barat', 'dan', 'beberapa', 'menu', 'ala', 'carte', 'cake', 'dan', 'pastry', 'namun', 'masakan', 'nya', 'tidak', 'terlalu', 'spesial', 'rasanya', 'biasa', 'biasa', 'saja', 'hanya', 'pemandangan', 'nya', 'saja', 'yang', 'bagus']","['pemandangan', 'menghadap', 'lembah', 'pepohonan', 'menu', 'masakan', 'indonesian', 'makanan', 'makanan', 'barat', 'menu', 'ala', 'carte', 'cake', 'pastry', 'masakan', 'nya', 'spesial', 'pemandangan', 'nya', 'bagus']","['pandang', 'hadap', 'lembah', 'pohon', 'menu', 'masakan', 'indonesian', 'makan', 'makan', 'barat', 'menu', 'ala', 'carte', 'cake', 'pastry', 'masakan', 'nya', 'spesial', 'pandang', 'nya', 'bagus']",pandang hadap lembah pohon menu masakan indonesian makan makan barat menu ala carte cake pastry masakan nya spesial pandang nya bagus
suit suit adalah nama panggung william saat menyusup di noah s ark circus .,neutral,suit suit adalah nama panggung william saat menyusup di noah s ark circus ,suit suit adalah nama panggung william saat menyusup di noah s ark circus ,"['suit', 'suit', 'adalah', 'nama', 'panggung', 'william', 'saat', 'menyusup', 'di', 'noah', 's', 'ark', 'circus']","['suit', 'suit', 'adalah', 'nama', 'panggung', 'william', 'saat', 'menyusup', 'di', 'noah', 'si', 'ark', 'circus']","['suit', 'suit', 'nama', 'panggung', 'william', 'menyusup', 'noah', 'ark', 'circus']","['suit', 'suit', 'nama', 'panggung', 'william', 'susup', 'noah', 'ark', 'circus']",suit suit nama panggung william susup noah ark circus
"tempat makan sederhana dengan menu chinese makanan non halal , masih menggunakan arang dalam proses memasak nya sehingga memiliki aroma tersendiri . menu yang terkenal antara lain kwetiaw goreng special , usus goreng saus mentega , bistik sapi .",positive,tempat makan sederhana dengan menu chinese makanan non halal masih menggunakan arang dalam proses memasak nya sehingga memiliki aroma tersendiri menu yang terkenal antara lain kwetiaw goreng special usus goreng saus mentega bistik sapi ,tempat makan sederhana dengan menu chinese makanan non halal masih menggunakan arang dalam proses memasak nya sehingga memiliki aroma tersendiri menu yang terkenal antara lain kwetiaw goreng special usus goreng saus mentega bistik sapi ,"['tempat', 'makan', 'sederhana', 'dengan', 'menu', 'chinese', 'makanan', 'non', 'halal', 'masih', 'menggunakan', 'arang', 'dalam', 'proses', 'memasak', 'nya', 'sehingga', 'memiliki', 'aroma', 'tersendiri', 'menu', 'yang', 'terkenal', 'antara', 'lain', 'kwetiaw', 'goreng', 'special', 'usus', 'goreng', 'saus', 'mentega', 'bistik', 'sapi']","['tempat', 'makan', 'sederhana', 'dengan', 'menu', 'chinese', 'makanan', 'non', 'halal', 'masih', 'menggunakan', 'arang', 'dalam', 'proses', 'memasak', 'nya', 'sehingga', 'memiliki', 'aroma', 'tersendiri', 'menu', 'yang', 'terkenal', 'antara', 'lain', 'kwetiaw', 'goreng', 'special', 'usus', 'goreng', 'saus', 'mentega', 'bistik', 'sapi']","['makan', 'sederhana', 'menu', 'chinese', 'makanan', 'non', 'halal', 'arang', 'proses', 'memasak', 'nya', 'memiliki', 'aroma', 'tersendiri', 'menu', 'terkenal', 'kwetiaw', 'goreng', 'special', 'usus', 'goreng', 'saus', 'mentega', 'bistik', 'sapi']","['makan', 'sederhana', 'menu', 'chinese', 'makan', 'non', 'halal', 'arang', 'proses', 'masak', 'nya', 'milik', 'aroma', 'sendiri', 'menu', 'kenal', 'kwetiaw', 'goreng', 'special', 'usus', 'goreng', 'saus', 'mentega', 'bistik', 'sapi']",makan sederhana menu chinese makan non halal arang proses masak nya milik aroma sendiri menu kenal kwetiaw goreng special usus goreng saus mentega bistik sapi
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative,omongan nya pak anies itu suka kebalikkan nya kalau percaya terus menerus bisa gila ,omongan nya pak anies itu suka kebalikkan nya kalau percaya terus menerus bisa gila ,"['omongan', 'nya', 'pak', 'anies', 'itu', 'suka', 'kebalikkan', 'nya', 'kalau', 'percaya', 'terus', 'menerus', 'bisa', 'gila']","['omongan', 'nya', 'pak', 'anies', 'itu', 'suka', 'kebalikkan', 'nya', 'kalau', 'percaya', 'terus', 'menerus', 'bisa', 'gila']","['omongan', 'nya', 'anies', 'suka', 'kebalikkan', 'nya', 'percaya', 'menerus', 'gila']","['omong', 'nya', 'anies', 'suka', 'balik', 'nya', 'percaya', 'terus', 'gila']",omong nya anies suka balik nya percaya terus gila
selama iblis binatang ini jadi kapolri jangan berharap ada keadilan terhadap islam dia ini pki berkedok islam .,negative,selama iblis binatang ini jadi kapolri jangan berharap ada keadilan terhadap islam dia ini pki berkedok islam ,selama iblis binatang ini jadi kapolri jangan berharap ada keadilan terhadap islam dia ini pki berkedok islam ,"['selama', 'iblis', 'binatang', 'ini', 'jadi', 'kapolri', 'jangan', 'berharap', 'ada', 'keadilan', 'terhadap', 'islam', 'dia', 'ini', 'pki', 'berkedok', 'islam']","['selama', 'iblis', 'binatang', 'ini', 'jadi', 'kapolri', 'jangan', 'berharap', 'ada', 'keadilan', 'terhadap', 'islam', 'dia', 'ini', 'pki', 'berkedok', 'islam']","['iblis', 'binatang', 'kapolri', 'berharap', 'keadilan', 'islam', 'pki', 'berkedok', 'islam']","['iblis', 'binatang', 'kapolri', 'harap', 'adil', 'islam', 'pki', 'kedok', 'islam']",iblis binatang kapolri harap adil islam pki kedok islam
"di sela-sela pertemuan wef on asean , presiden jokowi hadiri peluncuran go - viet",neutral,di sela sela pertemuan wef on asean presiden jokowi hadiri peluncuran go viet,di sela sela pertemuan wef on asean presiden jokowi hadiri peluncuran go viet,"['di', 'sela', 'sela', 'pertemuan', 'wef', 'on', 'asean', 'presiden', 'jokowi', 'hadiri', 'peluncuran', 'go', 'viet']","['di', 'sela', 'sela', 'pertemuan', 'wef', 'on', 'asean', 'presiden', 'jokowi', 'hadiri', 'peluncuran', 'go', 'viet']","['pertemuan', 'wef', 'on', 'asean', 'presiden', 'jokowi', 'hadiri', 'peluncuran', 'go', 'viet']","['temu', 'wef', 'on', 'asean', 'presiden', 'jokowi', 'hadir', 'luncur', 'go', 'viet']",temu wef on asean presiden jokowi hadir luncur go viet
prognosis kerawanan pemilu 2019 dapat ditelusuri berdasarkan ipc pada pemilu 2014 yaitu diidentifikasi 14 kerawanan pemilu .,neutral,prognosis kerawanan pemilu dapat ditelusuri berdasarkan ipc pada pemilu yaitu diidentifikasi kerawanan pemilu ,prognosis kerawanan pemilu dapat ditelusuri berdasarkan ipc pada pemilu yaitu diidentifikasi kerawanan pemilu ,"['prognosis', 'kerawanan', 'pemilu', 'dapat', 'ditelusuri', 'berdasarkan', 'ipc', 'pada', 'pemilu', 'yaitu', 'diidentifikasi', 'kerawanan', 'pemilu']","['prognosis', 'kerawanan', 'pemilu', 'dapat', 'ditelusuri', 'berdasarkan', 'ipc', 'pada', 'pemilu', 'yaitu', 'diidentifikasi', 'kerawanan', 'pemilu']","['prognosis', 'kerawanan', 'pemilu', 'ditelusuri', 'berdasarkan', 'ipc', 'pemilu', 'diidentifikasi', 'kerawanan', 'pemilu']","['prognosis', 'rawan', 'milu', 'telusur', 'dasar', 'ipc', 'milu', 'identifikasi', 'rawan', 'milu']",prognosis rawan milu telusur dasar ipc milu identifikasi rawan milu
"hai eviana , mohon maaf atas ketidaknyamanan nya . untuk kontak dari indosat dapat mengakses tautan ini : silakan pengecekan ya . terima kasih . erf",neutral,hai eviana mohon maaf atas ketidaknyamanan nya untuk kontak dari indosat dapat mengakses tautan ini silakan pengecekan ya terima kasih erf,hai eviana mohon maaf atas ketidaknyamanan nya untuk kontak dari indosat dapat mengakses tautan ini silakan pengecekan ya terima kasih erf,"['hai', 'eviana', 'mohon', 'maaf', 'atas', 'ketidaknyamanan', 'nya', 'untuk', 'kontak', 'dari', 'indosat', 'dapat', 'mengakses', 'tautan', 'ini', 'silakan', 'pengecekan', 'ya', 'terima', 'kasih', 'erf']","['hai', 'eviana', 'mohon', 'maaf', 'atas', 'ketidaknyamanan', 'nya', 'untuk', 'kontak', 'dari', 'indosat', 'dapat', 'mengakses', 'tautan', 'ini', 'silakan', 'pengecekan', 'ya', 'terima', 'kasih', 'erf']","['hai', 'eviana', 'mohon', 'maaf', 'ketidaknyamanan', 'nya', 'kontak', 'indosat', 'mengakses', 'tautan', 'silakan', 'pengecekan', 'ya', 'terima', 'kasih', 'erf']","['hai', 'eviana', 'mohon', 'maaf', 'ketidaknyamanan', 'nya', 'kontak', 'indosat', 'akses', 'taut', 'sila', 'kece', 'ya', 'terima', 'kasih', 'erf']",hai eviana mohon maaf ketidaknyamanan nya kontak indosat akses taut sila kece ya terima kasih erf
"kesukaan saya di sini adalah dori sambal sereh tapi sayang nya kali ini kurang pedas . hanya pakai cabai merah , tidak ada cengek nya . minuman teh hijau nya juga maknyus .",positive,kesukaan saya di sini adalah dori sambal sereh tapi sayang nya kali ini kurang pedas hanya pakai cabai merah tidak ada cengek nya minuman teh hijau nya juga maknyus ,kesukaan saya di sini adalah dori sambal sereh tapi sayang nya kali ini kurang pedas hanya pakai cabai merah tidak ada cengek nya minuman teh hijau nya juga maknyus ,"['kesukaan', 'saya', 'di', 'sini', 'adalah', 'dori', 'sambal', 'sereh', 'tapi', 'sayang', 'nya', 'kali', 'ini', 'kurang', 'pedas', 'hanya', 'pakai', 'cabai', 'merah', 'tidak', 'ada', 'cengek', 'nya', 'minuman', 'teh', 'hijau', 'nya', 'juga', 'maknyus']","['kesukaan', 'saya', 'di', 'sini', 'adalah', 'dori', 'sambal', 'sereh', 'tapi', 'sayang', 'nya', 'kali', 'ini', 'kurang', 'pedas', 'hanya', 'pakai', 'cabai', 'merah', 'tidak', 'ada', 'cengek', 'nya', 'minuman', 'teh', 'hijau', 'nya', 'juga', 'maknyus']","['kesukaan', 'dori', 'sambal', 'sereh', 'sayang', 'nya', 'kali', 'pedas', 'pakai', 'cabai', 'merah', 'cengek', 'nya', 'minuman', 'teh', 'hijau', 'nya', 'maknyus']","['suka', 'dor', 'sambal', 'sereh', 'sayang', 'nya', 'kali', 'pedas', 'pakai', 'cabai', 'merah', 'cengek', 'nya', 'minum', 'teh', 'hijau', 'nya', 'maknyus']",suka dor sambal sereh sayang nya kali pedas pakai cabai merah cengek nya minum teh hijau nya maknyus
ppp sebut ada pihak ingin gagalkan ridwan kamil nyagub : tiga partai koalisi,neutral,ppp sebut ada pihak ingin gagalkan ridwan kamil nyagub tiga partai koalisi,ppp sebut ada pihak ingin gagalkan ridwan kamil nyagub tiga partai koalisi,"['ppp', 'sebut', 'ada', 'pihak', 'ingin', 'gagalkan', 'ridwan', 'kamil', 'nyagub', 'tiga', 'partai', 'koalisi']","['ppp', 'sebut', 'ada', 'pihak', 'ingin', 'gagalkan', 'ridwan', 'kamil', 'nyagub', 'tiga', 'partai', 'koalisi']","['ppp', 'gagalkan', 'ridwan', 'kamil', 'nyagub', 'partai', 'koalisi']","['ppp', 'gagal', 'ridwan', 'kamil', 'nyagub', 'partai', 'koalisi']",ppp gagal ridwan kamil nyagub partai koalisi
setahu saya jam resto bri dmulai pukul 13 sampai dengan 14 wib . tetapi tetap buka trx bila teller dan cor nya minimal 2 .,neutral,setahu saya jam resto bri dmulai pukul sampai dengan wib tetapi tetap buka trx bila teller dan cor nya minimal ,setahu saya jam resto bri dmulai pukul sampai dengan wib tetapi tetap buka trx bila teller dan cor nya minimal ,"['setahu', 'saya', 'jam', 'resto', 'bri', 'dmulai', 'pukul', 'sampai', 'dengan', 'wib', 'tetapi', 'tetap', 'buka', 'trx', 'bila', 'teller', 'dan', 'cor', 'nya', 'minimal']","['setahu', 'saya', 'jam', 'resto', 'bri', 'dmulai', 'pukul', 'sampai', 'dengan', 'wib', 'tetapi', 'tetap', 'buka', 'trx', 'bila', 'teller', 'dan', 'cor', 'nya', 'minimal']","['setahu', 'jam', 'resto', 'bri', 'dmulai', 'wib', 'buka', 'trx', 'teller', 'cor', 'nya', 'minimal']","['tahu', 'jam', 'resto', 'bri', 'dmulai', 'wib', 'buka', 'trx', 'teller', 'cor', 'nya', 'minimal']",tahu jam resto bri dmulai wib buka trx teller cor nya minimal
"as punya hutang ke jepang dan cina 30.000 triliun . orde baru punya nya hutang 6x hutang pak jokowi . sby hutang 2x hutang jokowi . 3 tahun tol tembus jawa , sum",neutral,as punya hutang ke jepang dan cina triliun orde baru punya nya hutang x hutang pak jokowi sby hutang x hutang jokowi tahun tol tembus jawa sum,as punya hutang ke jepang dan cina triliun orde baru punya nya hutang x hutang pak jokowi sby hutang x hutang jokowi tahun tol tembus jawa sum,"['as', 'punya', 'hutang', 'ke', 'jepang', 'dan', 'cina', 'triliun', 'orde', 'baru', 'punya', 'nya', 'hutang', 'x', 'hutang', 'pak', 'jokowi', 'sby', 'hutang', 'x', 'hutang', 'jokowi', 'tahun', 'tol', 'tembus', 'jawa', 'sum']","['as', 'punya', 'hutang', 'ke', 'jepang', 'dan', 'cina', 'triliun', 'orde', 'baru', 'punya', 'nya', 'hutang', 'kali', 'hutang', 'pak', 'jokowi', 'sby', 'hutang', 'kali', 'hutang', 'jokowi', 'tahun', 'tol', 'tembus', 'jawa', 'sum']","['as', 'hutang', 'jepang', 'cina', 'triliun', 'orde', 'nya', 'hutang', 'kali', 'hutang', 'jokowi', 'sby', 'hutang', 'kali', 'hutang', 'jokowi', 'tol', 'tembus', 'jawa', 'sum']","['as', 'hutang', 'jepang', 'cina', 'triliun', 'orde', 'nya', 'hutang', 'kali', 'hutang', 'jokowi', 'sby', 'hutang', 'kali', 'hutang', 'jokowi', 'tol', 'tembus', 'jawa', 'sum']",as hutang jepang cina triliun orde nya hutang kali hutang jokowi sby hutang kali hutang jokowi tol tembus jawa sum
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,tempat nya sih biasa saja tidak ada yang istimewa bahkan menurut saya tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja tapi lain lagi kalau kita bicara soal makanan karena untuk urusan ini red dipo punya banyak nilai plus makanan nya bervariasi dengan rasa yang di atas rata rata ,tempat nya sih biasa saja tidak ada yang istimewa bahkan menurut saya tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja tapi lain lagi kalau kita bicara soal makanan karena untuk urusan ini red dipo punya banyak nilai plus makanan nya bervariasi dengan rasa yang di atas rata rata ,"['tempat', 'nya', 'sih', 'biasa', 'saja', 'tidak', 'ada', 'yang', 'istimewa', 'bahkan', 'menurut', 'saya', 'tempat', 'nya', 'ini', 'menjadi', 'sedikit', 'nilai', 'minus', 'untuk', 'penilaian', 'kali', 'ini', 'parkir', 'yang', 'tidak', 'terlalu', 'luas', 'serta', 'dekorasi', 'ruang', 'makan', 'yang', 'biasa', 'saja', 'tapi', 'lain', 'lagi', 'kalau', 'kita', 'bicara', 'soal', 'makanan', 'karena', 'untuk', 'urusan', 'ini', 'red', 'dipo', 'punya', 'banyak', 'nilai', 'plus', 'makanan', 'nya', 'bervariasi', 'dengan', 'rasa', 'yang', 'di', 'atas', 'rata', 'rata']","['tempat', 'nya', 'sih', 'biasa', 'saja', 'tidak', 'ada', 'yang', 'istimewa', 'bahkan', 'menurut', 'saya', 'tempat', 'nya', 'ini', 'menjadi', 'sedikit', 'nilai', 'minus', 'untuk', 'penilaian', 'kali', 'ini', 'parkir', 'yang', 'tidak', 'terlalu', 'luas', 'serta', 'dekorasi', 'ruang', 'makan', 'yang', 'biasa', 'saja', 'tapi', 'lain', 'lagi', 'kalau', 'kita', 'bicara', 'soal', 'makanan', 'karena', 'untuk', 'urusan', 'ini', 'red', 'dipo', 'punya', 'banyak', 'nilai', 'plus', 'makanan', 'nya', 'bervariasi', 'dengan', 'rasa', 'yang', 'di', 'atas', 'rata', 'rata']","['nya', 'sih', 'istimewa', 'nya', 'nilai', 'minus', 'penilaian', 'kali', 'parkir', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makanan', 'urusan', 'red', 'dipo', 'nilai', 'plus', 'makanan', 'nya', 'bervariasi']","['nya', 'sih', 'istimewa', 'nya', 'nilai', 'minus', 'nilai', 'kali', 'parkir', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makan', 'urus', 'red', 'dipo', 'nilai', 'plus', 'makan', 'nya', 'variasi']",nya sih istimewa nya nilai minus nilai kali parkir luas dekorasi ruang makan bicara makan urus red dipo nilai plus makan nya variasi
"paling asik tempat nya selain luas dan nyaman , bisa di luar atau di dalam menu nya banyak dan beragam salad nya enak dan segar , kalau es krim saya tidak begitu suka tidak tahu kenapa . paling pas makan ramai-ramai per 4 - 6 orang setiap awal bulan buat mentraktir .",positive,paling asik tempat nya selain luas dan nyaman bisa di luar atau di dalam menu nya banyak dan beragam salad nya enak dan segar kalau es krim saya tidak begitu suka tidak tahu kenapa paling pas makan ramai ramai per orang setiap awal bulan buat mentraktir ,paling asik tempat nya selain luas dan nyaman bisa di luar atau di dalam menu nya banyak dan beragam salad nya enak dan segar kalau es krim saya tidak begitu suka tidak tahu kenapa paling pas makan ramai ramai per orang setiap awal bulan buat mentraktir ,"['paling', 'asik', 'tempat', 'nya', 'selain', 'luas', 'dan', 'nyaman', 'bisa', 'di', 'luar', 'atau', 'di', 'dalam', 'menu', 'nya', 'banyak', 'dan', 'beragam', 'salad', 'nya', 'enak', 'dan', 'segar', 'kalau', 'es', 'krim', 'saya', 'tidak', 'begitu', 'suka', 'tidak', 'tahu', 'kenapa', 'paling', 'pas', 'makan', 'ramai', 'ramai', 'per', 'orang', 'setiap', 'awal', 'bulan', 'buat', 'mentraktir']","['paling', 'asik', 'tempat', 'nya', 'selain', 'luas', 'dan', 'nyaman', 'bisa', 'di', 'luar', 'atau', 'di', 'dalam', 'menu', 'nya', 'banyak', 'dan', 'beragam', 'salad', 'nya', 'enak', 'dan', 'segar', 'kalau', 'es', 'krim', 'saya', 'tidak', 'begitu', 'suka', 'tidak', 'tahu', 'kenapa', 'paling', 'pas', 'makan', 'ramai', 'ramai', 'per', 'orang', 'setiap', 'awal', 'bulan', 'buat', 'mentraktir']","['asik', 'nya', 'luas', 'nyaman', 'menu', 'nya', 'beragam', 'salad', 'nya', 'enak', 'segar', 'es', 'krim', 'suka', 'pas', 'makan', 'ramai', 'ramai', 'orang', 'mentraktir']","['asik', 'nya', 'luas', 'nyaman', 'menu', 'nya', 'agam', 'salad', 'nya', 'enak', 'segar', 'es', 'krim', 'suka', 'pas', 'makan', 'ramai', 'ramai', 'orang', 'traktir']",asik nya luas nyaman menu nya agam salad nya enak segar es krim suka pas makan ramai ramai orang traktir
"variasi suki macam-macam , kuah suki enak , apalagi kuah tomyam nya . dimsum nya enak , semua direkomendasikan . soal harga lumayan di atas rata rata . tapi sesuai dengan kualitas rasa .",positive,variasi suki macam macam kuah suki enak apalagi kuah tomyam nya dimsum nya enak semua direkomendasikan soal harga lumayan di atas rata rata tapi sesuai dengan kualitas rasa ,variasi suki macam macam kuah suki enak apalagi kuah tomyam nya dimsum nya enak semua direkomendasikan soal harga lumayan di atas rata rata tapi sesuai dengan kualitas rasa ,"['variasi', 'suki', 'macam', 'macam', 'kuah', 'suki', 'enak', 'apalagi', 'kuah', 'tomyam', 'nya', 'dimsum', 'nya', 'enak', 'semua', 'direkomendasikan', 'soal', 'harga', 'lumayan', 'di', 'atas', 'rata', 'rata', 'tapi', 'sesuai', 'dengan', 'kualitas', 'rasa']","['variasi', 'suki', 'macam', 'macam', 'kuah', 'suki', 'enak', 'apalagi', 'kuah', 'tomyam', 'nya', 'dimsum', 'nya', 'enak', 'semua', 'direkomendasikan', 'soal', 'harga', 'lumayan', 'di', 'atas', 'rata', 'rata', 'tapi', 'sesuai', 'dengan', 'kualitas', 'rasa']","['variasi', 'suki', 'kuah', 'suki', 'enak', 'kuah', 'tomyam', 'nya', 'dimsum', 'nya', 'enak', 'direkomendasikan', 'harga', 'lumayan', 'sesuai', 'kualitas']","['variasi', 'suki', 'kuah', 'suki', 'enak', 'kuah', 'tomyam', 'nya', 'dimsum', 'nya', 'enak', 'rekomendasi', 'harga', 'lumayan', 'sesuai', 'kualitas']",variasi suki kuah suki enak kuah tomyam nya dimsum nya enak rekomendasi harga lumayan sesuai kualitas
